beta0,beta1,beta2
-0.649872310656,0.0955853444001,0.00369439622543
-0.775141983549,0.369840225968,-0.0535158749185
-0.502168254143,0.221624957504,-0.0508374179577
-0.556516268088,0.185140797666,-0.0368757319094
-0.382181506628,-0.107308321701,0.0198443334056
-0.704830231446,0.618934446965,-0.134958432435
-0.670440933608,0.309191477856,-0.0460168498186
-0.577494867504,0.324523357901,-0.054843693941
-0.725221048564,0.312963074962,-0.0386274474398
-0.561918307741,0.229082013952,-0.0369721995624
-0.447759598004,-0.108562972646,0.056682166507
-0.754552999952,0.329737972954,-0.0402081114491
-0.748507904163,0.678802623581,-0.130556176672
-0.878851652393,0.656224135975,-0.109863384847
-0.453595892656,0.0859063778805,-0.00469432964928
-0.733475025824,0.786232533686,-0.176936165955
-0.474498627739,0.126886560687,-0.0157948601665
-0.726110643915,0.202756694393,-0.00797491123577
-0.729994491806,0.863301494888,-0.183257127034
-0.720553678715,0.432955426542,-0.0709814969932
-0.395964955109,-0.132127474779,0.0588871573049
-0.417410653373,-0.00207824922706,0.0248747870547
-0.683291786312,0.25138605855,-0.0505295062737
-0.699530709157,0.409746604598,-0.0707483321451
-0.688603815319,0.151019826606,-0.00300772140381
-0.50343991141,0.161031820123,-0.0314205133561
-1.11670394058,0.916060936876,-0.172601482356
-0.643871355096,0.276129856438,-0.0476350256241
-0.970315049145,0.753698816727,-0.13876940821
-0.414846602606,0.0365097110268,0.00812478669115
-0.434302941644,-0.271747566516,0.0830277913069
-1.03300338948,0.838126629206,-0.15199661046
-0.649079203421,0.151254281797,0.00139400980981
-0.777881137398,0.2760214269,-0.0343773308168
-0.48095033497,0.352843754496,-0.0861825328159
-0.379612825719,0.190246455234,-0.0242083195709
-0.964793306154,0.738768026829,-0.132315752042
-0.96989484444,0.612505207235,-0.106632090116
-0.968776349186,0.996671670013,-0.207086955899
-0.73653095402,0.187515893963,-0.00515003966595
-0.8713743324,0.600779075025,-0.108622854613
-0.692582556782,0.380327507051,-0.0624619259031
-0.693020278042,0.403288854355,-0.0447363275321
-0.89109554788,0.514230671869,-0.078533218998
-0.744659421997,0.295860445711,-0.0228216410488
-0.764497467865,0.592290216076,-0.130991579872
-0.570435888186,0.434911852964,-0.0713112335761
-0.470036797449,0.291902076207,-0.0676617002136
-0.700289271947,0.328309701532,-0.0722987560419
-0.721486575941,0.549526865797,-0.107619155911
-0.841111982946,0.795251692874,-0.163631005033
-0.752263339134,0.412866462085,-0.0771314069294
-0.533911580252,0.0276147174956,0.0205953496318
-1.04810749386,0.910665153117,-0.18218329921
-0.745895353766,0.4985970744,-0.0996696375554
-0.706718534454,0.344612531745,-0.0528345246161
-0.964132763995,0.725547486482,-0.131888900951
-1.097863861,0.916937682868,-0.184812330722
-0.775860410227,0.340426160401,-0.0494518055099
-0.601315947202,0.099621593082,-0.0155739950924
-0.369801472424,0.00755823907491,0.0133847737061
-0.546332123329,0.227074144398,-0.0214848983195
-0.755416070018,0.634328068129,-0.107287462138
-0.337710883851,-0.0175277356308,0.0289299562872
-1.04729980591,0.73786956683,-0.128186575559
-0.786227035627,0.576670930575,-0.0878577417753
-0.894895445375,1.03273946046,-0.222633190965
-0.328852644073,-0.367901737155,0.100059200177
-1.03620079823,0.912405195276,-0.18930904571
-0.681080349558,0.209710972148,-0.0124579883261
-0.934999874564,0.40431275754,-0.0597553128659
-0.75006532537,0.372858958449,-0.0577550471009
-0.751629881499,0.539063958614,-0.0975194891813
-0.81503995817,0.456548256005,-0.0739712689674
-0.541605836522,0.189477682414,-0.0278719192307
-0.831705494418,0.52532299698,-0.0992230625027
-0.490196612692,-0.0908618028009,0.0382600409508
-0.836658233278,0.91961079105,-0.213755512198
-0.614333660696,0.174153767896,-0.00611862749864
-0.554701601599,0.241260198307,-0.0230424192017
-1.03504083667,0.741634741574,-0.131202693732
-0.624052550633,0.0660008851837,0.0276700523245
-0.676653564929,0.719735326762,-0.141675344276
-0.823108563231,0.466646836622,-0.0935014230718
-0.476841830034,0.147566716459,-0.0293212411752
-0.669492070383,0.186625867465,-0.018379536059
-0.5154262738,0.0645988264269,0.00419312019147
-0.599945150298,0.186163477841,-0.0351222201934
-0.620243671865,0.146293539568,-0.00177586974563
-0.82760474458,0.821608500245,-0.178840300077
-0.983218195157,0.759557412493,-0.138374947882
-0.669281545571,0.318405798872,-0.0467613463499
-0.402622541672,0.00715500235889,0.0188801315754
-0.437913075953,-0.0140493800854,0.0131128953253
-0.905572998263,0.683945504625,-0.138387280861
-0.721151709007,0.581036816466,-0.119915094866
-0.437786363795,0.0703305127002,0.00126997334386
-0.68973164053,0.305858209627,-0.0289178510637
-0.880005703654,0.693847389647,-0.124420617306
-0.36567414548,0.033720431548,-0.012565710794
-0.549008765467,0.409681608079,-0.0844676556737
-0.835621990715,0.521083972704,-0.095733692925
-0.690531594694,0.372878597474,-0.0585269444821
-0.677318927724,0.371673717501,-0.0832172785249
-0.925112595173,0.66558112664,-0.137973472593
-0.458021353512,0.153860519983,-0.0190772856368
-0.741664447355,0.543310008973,-0.131594518857
-0.593732439307,0.067415499118,0.00575767501244
-0.899748039815,0.68093596521,-0.126271768309
-0.721615677102,0.484567783187,-0.0813830424284
-0.988288926976,0.61391241512,-0.112861861053
-0.552920132667,0.367750042253,-0.0681083609474
-0.445903679922,0.10286512931,-0.0220692308219
-0.260850044886,0.230347377291,-0.0569568239601
-0.683061544632,0.390943784458,-0.0689191859051
-0.891559491001,0.737118409911,-0.129539755757
-0.987184563491,0.659540466684,-0.103108502397
-0.674827776022,0.235941647713,-0.0261171252524
-0.601453950017,0.215078904024,-0.049221766713
-0.249406364767,-0.0405818730312,0.0122283619025
-0.627057191074,0.0975515628271,0.019983567953
-0.604076291723,0.526277126611,-0.117456516258
-0.795423118527,0.64318988026,-0.12116525519
-0.748367472353,0.34015040949,-0.0579600391419
-1.08439353072,0.808314395681,-0.144494012249
-0.643219547333,0.324422192207,-0.0355687305556
-0.203750907743,-0.23898171813,0.0678458390336
-0.406246681847,0.213750011362,-0.0266379342852
-0.511894591567,0.0996628295711,-0.00370442339424
-1.04695978633,0.847214816807,-0.173593372853
-0.62964670143,0.443354962189,-0.0832867601309
-0.170097297387,-0.148170338433,0.0379073452808
-0.438199636726,0.159523240074,-0.0131226720777
-0.914031858743,0.56645909065,-0.103295450103
-0.763512144355,0.599570472263,-0.108173819331
-0.499885606213,0.15092360307,-0.0178816981949
-1.00176486044,0.858230353177,-0.176421441252
-0.444663109897,0.203148739823,-0.0426644058309
-0.844264183253,0.349812430495,-0.0364937542298
-0.471142122987,0.0649317723672,-0.00673831918206
-0.415045913113,-0.0113095651493,-0.00130778760709
-0.845497351542,0.738372869738,-0.143240419473
-0.666603443318,0.0561432635444,0.0114932147066
-0.352892720915,0.196155910535,-0.0248559590801
-0.689393163812,0.608409948378,-0.126339799862
-0.753968063937,0.343288816086,-0.0590569003129
-0.56469985935,0.387949567291,-0.06159959287
-0.815434006172,0.342845799562,-0.0396995870116
-0.578875190953,0.114975024059,0.0124483982507
-0.521957178704,0.118218569898,-0.00831186332285
-0.691059427531,0.287562884807,-0.0343551746518
-0.81475130968,0.550908302013,-0.117607255318
-0.941038983607,1.05351878812,-0.226552922274
-0.514563573491,-0.0680750694628,0.0426547611464
-0.970212158679,0.826541399969,-0.16882294088
-0.644480268261,0.402527556653,-0.0930770840949
-0.811839928243,0.67898007288,-0.138041482185
-1.07939216076,0.90103582128,-0.176554859585
-0.901715000178,0.543828159207,-0.0972195530904
-0.558149631958,0.225766571192,-0.0420277059648
-0.648181956355,0.463775848729,-0.0931974351394
-0.670085679757,0.581403839444,-0.0935059900626
-0.717887801158,0.259912271752,-0.0357758022511
-0.242002831532,0.262540989751,-0.0576798113436
-0.403757314145,-0.139048426842,0.0552310905868
-0.502350585304,0.153943343423,-0.0229177167251
-0.599799864218,0.472989283883,-0.0841696544
-0.715416509213,0.102242799806,0.010688382366
-0.573529971327,0.328759301703,-0.0622972085475
-0.535585552038,0.30153465567,-0.0526230503936
-0.771370510605,0.332260156932,-0.058418743577
-0.445864059861,0.286461713836,-0.063195235872
-0.540365972908,0.641850478446,-0.12607127994
-0.517559900322,0.0111913473752,0.0151384769593
-0.980568823703,0.721031964505,-0.136246058878
-0.443298338065,0.334373359303,-0.0551683167496
-0.797587340976,0.559286459273,-0.104287980717
-0.54994015167,-0.0602531299268,0.0482517665195
-0.594106286662,0.460464423981,-0.0789527615725
-0.738829661933,0.502190055164,-0.0842858854944
-0.663505776312,0.491157990033,-0.0891449022548
-0.716238716954,0.289499767752,-0.0304789208266
-0.56616548903,0.22512514682,-0.0404887449924
-0.863871970951,0.567147395121,-0.110182977428
-0.660087720422,0.202217761738,-0.0268997265644
-0.592199312489,0.385298002354,-0.0841814554169
-0.755921277097,0.362663136264,-0.0531253041133
-0.80368128109,0.256407196604,-0.00752398776031
-0.604360728847,0.28129257641,-0.0386164556448
-0.819913070776,0.621591569963,-0.114509210868
-0.732871697496,0.400545727946,-0.0733689875591
-1.24540111819,0.890427778229,-0.148291037141
-0.519466027714,-0.0285441046062,0.0433961693856
-0.877243007531,0.740462375081,-0.138768684117
-1.0053328399,1.0505186443,-0.219342709522
-0.581517711079,-0.0826199166489,0.0371743696302
-0.434291954086,-0.0640528222203,0.0486933026638
-0.8881778613,0.669467305351,-0.12398845275
-0.544775027791,0.216972936433,-0.0247430864444
-0.224409939125,0.236187892433,-0.0628329196426
-0.253590396144,-0.355695275062,0.0806688684876
-0.362697407851,0.152579722289,-0.0342846103142
-0.248948912099,-0.139416108252,0.0346492291453
-0.830046318795,0.329571393136,-0.0361759282079
-0.808123643426,0.36592926959,-0.0489151501019
-0.804790639411,0.6147948917,-0.104179403836
-0.734603875243,0.500359401572,-0.0844329179148
-0.515933974235,0.097710100754,-0.0115798251703
-0.664011694638,0.528539567123,-0.0951522477713
-1.10979055471,0.785284252815,-0.127553082927
-0.55236189391,0.241650571678,-0.0281153725484
-0.456535286852,0.290496716035,-0.0534290012975
-0.731793525293,0.513851377233,-0.107775473675
-0.176284062395,-0.1189667141,0.0285231985406
-0.588348185621,0.295665807905,-0.0618738077602
-0.874699280723,0.733103081494,-0.130309579936
-0.536092110643,0.168404716759,-0.0209317090807
-0.866854223098,0.667159441364,-0.120371549326
-0.719372203254,0.177346047194,0.00731151144698
-0.46218132747,0.254424850163,-0.0379870245978
-0.511873727294,0.220001342728,-0.026136999336
-0.737761931281,0.599964853228,-0.125450839384
-0.261851630808,0.011678957853,-0.00734523343368
-0.710150750851,0.315926015169,-0.0427453434413
-0.805381879352,0.582588174662,-0.108223184648
-0.732961061551,0.41367725341,-0.0569656468803
-0.70894512528,0.48165355762,-0.0683680222133
-0.900792575946,0.666598443503,-0.126150967231
-0.692411312477,0.488476230221,-0.0924250723466
-0.382622446103,-0.235863813552,0.0616367015735
-0.623784226368,0.32263085646,-0.0331916585393
-0.962882991471,0.446569988489,-0.0681008734086
-0.474537231336,0.0983776279415,-0.00157571929324
-0.532723536842,0.128912675556,-0.00548452873561
-0.715631096245,0.448263023181,-0.0870175433052
-0.955984926208,0.803631383662,-0.146334100954
-0.9249114598,0.534901133652,-0.0858407322824
-0.525250969925,0.326847010052,-0.0580371696444
-1.43071947621,1.04387165596,-0.178977670099
-0.348531307824,-0.138228395016,0.0570702577281
-0.636168860127,0.161156725342,-0.00440715081522
-0.679836824079,0.458365335439,-0.0939372063586
-0.536017582996,0.3527300448,-0.0563604794874
-0.684895819966,0.480214002121,-0.0728239571955
-0.642744884369,0.497037547327,-0.0855345168085
-0.355023021272,-0.208230642807,0.0700477561563
-0.709444548479,0.367245653011,-0.062517139531
-0.514183618624,0.192023390793,-0.0308607915194
-0.706514944468,0.248341790498,-0.0480777101413
-0.937443658885,0.354260865987,-0.0425449778382
-0.266007685057,-0.270373106475,0.0860297835197
-0.736505104087,0.430178478713,-0.078616457258
-0.574931219401,0.451163730201,-0.0616397248052
-0.473302057868,0.0380670726261,-0.0162259153011
-0.787676276554,0.425041873976,-0.0845544926731
-0.438826125424,0.210274416539,-0.05945631894
-0.420362338133,0.149856984188,-0.0103927924328
-0.632639188543,0.374531710367,-0.0527305233319
-0.376832464738,0.0944485487333,-0.0165878926901
-0.94824414579,0.915566718705,-0.189324951386
-0.341368832614,-0.3963691694,0.115017729076
-0.73220670723,0.214359324139,-0.017360729043
-0.652276775217,0.100037346986,0.0143377475159
-0.996138869822,0.62694855016,-0.100076437231
-0.565332617293,0.419402355477,-0.0789579177855
-0.883275321536,0.635242761449,-0.122718876388
-0.656560492061,0.365720322375,-0.0553871866521
-0.461848011906,0.158340395213,-0.0182785421482
-0.642455185587,0.45566556088,-0.0784633851938
-0.985234370852,0.463239218797,-0.0741552107299
-0.473072367542,0.416780819168,-0.0714903661488
-0.478386652632,-0.227797578829,0.064234257435
-0.669463035269,0.245337030129,-0.030321183467
-0.528265028511,0.347702132163,-0.0747122709902
-0.665937431686,0.372163770619,-0.0556966848897
-0.711083002267,0.224128858168,-0.0248229263499
-0.583952550799,0.348112750425,-0.0792707878241
-0.782044108078,0.383342502313,-0.0534166618336
-1.06466845924,0.882919170475,-0.153769331587
-0.712587358608,0.365298824215,-0.0534597940761
-0.482842117913,-0.18489688329,0.0727363141302
-0.4630251176,0.261719206096,-0.0520622179117
-0.542752556017,0.26683995099,-0.0383137390232
-0.687170214675,0.390755192702,-0.0607815916296
-0.224925658564,-0.245368247897,0.0615125031828
-0.84972775898,0.285611646289,-0.013095026431
-0.417422937742,0.0230925264326,0.0236392517906
-0.596886123959,0.517167203169,-0.104466829706
-0.303586846536,-0.130766837353,0.0487372460479
-0.773876413343,0.628986308017,-0.12896121853
-0.543840674053,0.256736353372,-0.0453524549094
-0.727932038232,0.549853789695,-0.112520820141
-0.590935876274,0.204254757426,-0.0201751233215
-0.612185532665,0.19810131385,-0.0337718536846
-0.863745668895,0.964951234077,-0.202070913884
-0.693566546996,0.427666706577,-0.0709530384698
-0.664384731532,0.614092713732,-0.133663998197
-0.846412365641,0.50169892545,-0.0757328127403
-0.580264835727,0.400828064092,-0.0757291125235
-0.878749761363,0.57505954603,-0.121989853758
-0.725448801178,0.257484084216,-0.0235611451034
-0.622814387317,0.260122973882,-0.019546417604
-0.668394370769,0.0197692332526,0.0387171565828
-0.72166007755,0.0841591770421,0.0285930031568
-0.682610006352,0.043851940767,0.0106768881137
-0.791467337518,0.500893374162,-0.0954756172973
-0.415642530598,0.147212821064,-0.0210973784729
-0.637789501867,0.194619877504,-0.00907878347834
-0.671829183911,0.268930902186,-0.0398404011625
-0.694714597464,0.305302070431,-0.0293326783005
-0.981503395738,0.720625131647,-0.125929317905
-0.722334666106,0.474745550625,-0.0806587390447
-0.471952970182,0.0201523151987,0.0156265172034
-0.71629980679,0.367986928339,-0.049095152586
-0.711959332468,0.0216555085194,0.0434605914522
-0.789661179688,0.483144198187,-0.0786264125476
-0.824105879627,0.552001136596,-0.104390102347
-0.76697696251,0.408708645491,-0.0569146666034
-0.732006996347,0.612072118752,-0.109186283285
-0.733051293707,0.445751566444,-0.0843049550255
-0.357183469977,-0.135494599024,0.0490021121655
-0.760333893762,0.224822291383,-0.0082767298528
-0.612146398746,0.363488038288,-0.0762063527989
-0.194525326091,-0.172260375941,0.0481355138349
-0.625271495662,0.322444493724,-0.0641978226008
-0.693484036454,0.497741437807,-0.102858030094
-0.837115380983,0.625683044944,-0.110363846255
-0.846420624562,0.474139702225,-0.0553442529742
-0.525862112668,0.114449994643,-0.00282643894553
-0.649892543049,0.498918996163,-0.0936182746565
-0.62012915057,0.395683663491,-0.0847489299095
-0.857441830547,0.803366337714,-0.146652633807
-0.892745540041,0.346285866652,-0.0366353375075
-0.40046038821,0.183710720492,-0.0463788014608
-0.855997445421,0.3790381652,-0.0524660611117
-0.811904013508,0.46666954627,-0.0749728856623
-0.290796044814,-0.168231819846,0.0363795970476
-0.852742271154,0.785502990416,-0.147755118657
-0.932514830922,1.14508858182,-0.241820158605
-0.460470216065,0.0768582267178,-0.00886443326441
-0.805035899293,0.549859816496,-0.108296086496
