pnew,redshift,stellar_mass
0.106515928977,0.06794,9.729482
0.121016014817,0.0736616326531,9.729482
0.136627866143,0.0793832653061,9.729482
0.153286034446,0.0851048979592,9.729482
0.170900182805,0.0908265306122,9.729482
0.189356666445,0.0965481632653,9.729482
0.20852126269,0.102269795918,9.729482
0.228242897919,0.107991428571,9.729482
0.248358129747,0.113713061224,9.729482
0.268696079723,0.119434693878,9.729482
0.289083483403,0.125156326531,9.729482
0.309349533303,0.130877959184,9.729482
0.329330232014,0.136599591837,9.729482
0.348872039417,0.14232122449,9.729482
0.36783467793,0.148042857143,9.729482
0.386093041622,0.153764489796,9.729482
0.403538228814,0.159486122449,9.729482
0.420077776581,0.165207755102,9.729482
0.435635216065,0.170929387755,9.729482
0.450149089391,0.176651020408,9.729482
0.463571574544,0.182372653061,9.729482
0.475866857395,0.188094285714,9.729482
0.487009374247,0.193815918367,9.729482
0.49698202775,0.19953755102,9.729482
0.505774457053,0.205259183673,9.729482
0.513381421982,0.210980816327,9.729482
0.51980134249,0.21670244898,9.729482
0.525035019374,0.222424081633,9.729482
0.529084550587,0.228145714286,9.729482
0.531952449225,0.233867346939,9.729482
0.533640964057,0.239588979592,9.729482
0.53415160074,0.245310612245,9.729482
0.533484841107,0.251032244898,9.729482
0.531640058465,0.256753877551,9.729482
0.52861562821,0.262475510204,9.729482
0.524409234663,0.268197142857,9.729482
0.519018376314,0.27391877551,9.729482
0.512441072074,0.279640408163,9.729482
0.50467677017,0.285362040816,9.729482
0.495727458253,0.291083673469,9.729482
0.485598967767,0.296805306122,9.729482
0.474302456868,0.302526938776,9.729482
0.461856044111,0.308248571429,9.729482
0.448286549366,0.313970204082,9.729482
0.433631279498,0.319691836735,9.729482
0.417939775036,0.325413469388,9.729482
0.401275412132,0.331135102041,9.729482
0.383716733958,0.336856734694,9.729482
0.365358370856,0.342578367347,9.729482
0.346311402764,0.3483,9.729482
0.106788614062,0.06794,9.76925930612
0.121320780299,0.0736616326531,9.76925930612
0.136965821905,0.0793832653061,9.76925930612
0.153657861622,0.0851048979592,9.76925930612
0.171306092335,0.0908265306122,9.76925930612
0.189796377469,0.0965481632653,9.76925930612
0.208994003066,0.102269795918,9.76925930612
0.228747427312,0.107991428571,9.76925930612
0.248892783832,0.113713061224,9.76925930612
0.269258832282,0.119434693878,9.76925930612
0.289672021762,0.125156326531,9.76925930612
0.309961341739,0.130877959184,9.76925930612
0.329962677604,0.136599591837,9.76925930612
0.349522455163,0.14232122449,9.76925930612
0.368500438848,0.148042857143,9.76925930612
0.386771630577,0.153764489796,9.76925930612
0.404227290121,0.159486122449,9.76925930612
0.420775156538,0.165207755102,9.76925930612
0.4363389906,0.170929387755,9.76925930612
0.450857579748,0.176651020408,9.76925930612
0.464283352468,0.182372653061,9.76925930612
0.47658074153,0.188094285714,9.76925930612
0.487724419535,0.193815918367,9.76925930612
0.497697509547,0.19953755102,9.76925930612
0.506489851483,0.205259183673,9.76925930612
0.514096383807,0.210980816327,9.76925930612
0.520515681519,0.21670244898,9.76925930612
0.525748676156,0.222424081633,9.76925930612
0.529797571916,0.228145714286,9.76925930612
0.53266496376,0.233867346939,9.76925930612
0.534353158196,0.239588979592,9.76925930612
0.534863694773,0.245310612245,9.76925930612
0.534197065556,0.251032244898,9.76925930612
0.532352630488,0.256753877551,9.76925930612
0.529328727927,0.262475510204,9.76925930612
0.525122981272,0.268197142857,9.76925930612
0.519732803928,0.27391877551,9.76925930612
0.513156105317,0.279640408163,9.76925930612
0.50539219968,0.285362040816,9.76925930612
0.496442916442,0.291083673469,9.76925930612
0.486313905368,0.296805306122,9.76925930612
0.475016121075,0.302526938776,9.76925930612
0.46256745935,0.308248571429,9.76925930612
0.448994502021,0.313970204082,9.76925930612
0.434334308134,0.319691836735,9.76925930612
0.418636167862,0.325413469388,9.76925930612
0.40196321348,0.331135102041,9.76925930612
