CATAID,Z,<logAge>,<[M/H]>,MASS2LIGHT_R
536903,0.18071,9.935415395575584,-0.1970899009702706,3.522735021552867
422871,0.20865,9.858298561545094,-0.1960526642257996,2.8822773488473215
49358,0.18803,9.83455559224673,-0.5599987555798843,2.0649556017223327
3909928,0.26254,9.840068819380141,-0.20258357286586212,2.735519173158016
383050,0.20122,9.808841508190616,-0.3569556957868412,2.3396339206181804
3623290,0.15422,9.810292889904984,-0.21878891655220006,2.504668894892108
3584590,0.17239,9.947803445260394,-0.195275198841527,3.6401046167884448
619222,0.21629,9.79380886618495,-0.3028245525607531,2.304797985811938
417755,0.19588,9.871824136761054,-0.19561290755368202,2.9893561280643857
