CATAID,Z,<logAge>,<[M/H]>,MASS2LIGHT_R
536903,0.18071,9.934996779843434,-0.19585072198254058,3.5244926161458916
422871,0.20865,9.864446466293993,-0.1960436916088106,2.929989052207756
49358,0.18803,9.860039717163291,-0.3050879728614352,2.722010308720162
3909928,0.26254,9.872259952401604,-0.2008101692946087,2.985465050511847
383050,0.20122,9.879236986555282,-0.19567017812614712,3.050074733570157
3623290,0.15422,9.85125790910712,-0.7348924107262492,2.0173083156274907
3584590,0.17239,9.955176509096955,-0.1944146316398348,3.709559519272007
619222,0.21629,9.8599866487561,-0.19672129477490707,2.8948781831561123
417755,0.19588,9.867506937268233,-0.195415843442208,2.9558773798272027
