wavelength,flux,best_fit,gas_bestfit
4350.390417194,0.4726315699545108,0.4788817751444276,-5.028627243363149e-14
4351.376582051752,0.4637818448476853,0.47273092198759736,5.1151223257910565e-14
4352.362746909504,0.41741538182308696,0.42724915721627543,-5.205988080127911e-14
4353.348911767255,0.5984485397093906,0.5897657802058074,5.301576874882225e-14
4354.335076625007,0.4870692901086412,0.5321746741803821,-5.4023509792080454e-14
4355.3212414827585,0.5885444977550743,0.5555012589636039,5.5084758459142794e-14
4356.30740634051,0.6006625471501452,0.6037841511454038,-5.620695593481316e-14
4357.293571198262,0.5178403908623481,0.5797295127809203,5.739121490247752e-14
4358.2797360560135,0.5448270672892888,0.5296943037120955,-5.864532568032253e-14
4359.265900913765,0.5745531533755943,0.5275022250667767,5.997306879784884e-14
4360.252065771518,0.5299743279439023,0.5708721608575358,-6.137993262976707e-14
4361.238230629269,0.5346836208091778,0.6030840001119552,6.28734544678842e-14
4362.224395487021,0.6218933448057729,0.5847325615533534,-6.445729059519074e-14
4363.210560344773,0.5857894743210503,0.5291025657675064,6.614000517994918e-14
4364.196725202524,0.4446234041355189,0.4831518146755569,-6.792664285792982e-14
4365.182890060276,0.45863644187542096,0.48624471733188435,6.982263701401802e-14
4366.1690549180275,0.46116260429726025,0.5431898141604199,-7.183347377201633e-14
4367.155219775779,0.6656626563586632,0.625680915019005,7.396289443893568e-14
4368.141384633531,0.7688301955156925,0.6935399248746645,-7.620969003502204e-14
4369.1275494912825,0.7668312259949608,0.7181445545698677,7.857316538913322e-14
4370.113714349034,0.5807367515788252,0.6946904474096978,-8.104206593462312e-14
4371.099879206786,0.5296260431020023,0.6399130056576089,8.359864766544069e-14
4372.086044064537,0.6822553207250093,0.5801967810892341,-8.62126129042449e-14
4373.072208922289,0.4991244453503792,0.5381196035878166,8.883537673219e-14
4374.058373780041,0.5989141055151993,0.5238177357833412,-9.123922450067265e-14
4375.044538637792,0.46976092252359547,0.53358635696682,1.0058736555833724e-13
4376.030703495544,0.6303549215255976,0.5544005156687999,1.253254271519801e-13
4377.016868353296,0.5469728586518013,0.5710377840914378,5.167796807195197e-12
4378.003033211047,0.47847210998233763,0.572419506522668,8.214645557584355e-11
4378.989198068799,0.4615184987771285,0.5550266731048377,9.444107893577179e-10
4379.9753629265515,0.5835789718953406,0.5228886769931356,7.679111885325931e-09
4380.961527784303,0.5750308520491937,0.4849676448536418,4.4253131890486225e-08
4381.947692642055,0.4516097532773643,0.4514172413126637,1.8080567873872857e-07
4382.933857499806,0.40746618018427444,0.43018065923436005,5.239776834412068e-07
4383.920022357558,0.39113319745316905,0.42492138918162625,1.0774493395113671e-06
4384.90618721531,0.41491507380519593,0.43463357343147707,1.5724362731658858e-06
4385.892352073061,0.4066931388654034,0.45469690502872784,1.6289186671713993e-06
4386.878516930813,0.47427542803002254,0.4787710578254798,1.1977906977122325e-06
4387.864681788565,0.566874184033008,0.5008139134970011,6.251278902276572e-07
4388.850846646316,0.5724932123002537,0.5166236450261485,2.3150681268558933e-07
4389.837011504068,0.48985134143864945,0.5245624529125087,6.081639542863563e-08
4390.82317636182,0.4429587239326115,0.5254177226838976,1.132807337487463e-08
4391.809341219571,0.43252148690893694,0.5216066956900143,1.4954331219978328e-09
4392.795506077323,0.6151213111627197,0.5160760064553077,1.3979848893433775e-10
4393.7816709350745,0.46687143155712785,0.5112680021318445,9.292360296192139e-12
4394.767835792826,0.6192273089672689,0.5084391908060213,3.9310653563445887e-13
