wavelength,flux,best_fit
4350.390417194,0.4726315699545108,0.4884543621551187
4351.376582051752,0.4637818448476853,0.42494364738336154
4352.362746909504,0.41741538182308696,0.5003301234650157
4353.348911767255,0.5984485397093906,0.5381894139118053
4354.335076625007,0.4870692901086412,0.5465235207510749
4355.3212414827585,0.5885444977550743,0.5521037006422769
4356.30740634051,0.6006625471501452,0.563385791579186
4357.293571198262,0.5178403908623481,0.5751992965669435
4358.2797360560135,0.5448270672892888,0.5799084184351422
4359.265900913765,0.5745531533755943,0.5741076670182225
4360.252065771518,0.5299743279439023,0.5599380341224943
4361.238230629269,0.5346836208091778,0.5431742797058592
4362.224395487021,0.6218933448057729,0.5303549818894413
4363.210560344773,0.5857894743210503,0.5264163246929534
4364.196725202524,0.4446234041355189,0.533434354915505
4365.182890060276,0.45863644187542096,0.5504804692826578
4366.1690549180275,0.46116260429726025,0.5742832803063166
4367.155219775779,0.6656626563586632,0.6002986463611606
4368.141384633531,0.7688301955156925,0.623832161139784
4369.1275494912825,0.7668312259949608,0.6409630344304156
4370.113714349034,0.5807367515788252,0.6491361826527942
4371.099879206786,0.5296260431020023,0.6473922187764921
4372.086044064537,0.6822553207250093,0.6362798754762232
4373.072208922289,0.4991244453503792,0.6175392472750842
4374.058373780041,0.5989141055151993,0.5936601424757769
4375.044538637792,0.46976092252359547,0.5674139995886113
4376.030703495544,0.6303549215255976,0.5414376506024005
4377.016868353296,0.5469728586518013,0.5179199579902984
4378.003033211047,0.47847210998233763,0.4984142063971332
4378.989198068799,0.4615184987771285,0.4837746833473758
4379.9753629265515,0.5835789718953406,0.4741979122213072
4380.961527784303,0.5750308520491937,0.4693385475870052
4381.947692642055,0.4516097532773643,0.46846662085385593
4382.933857499806,0.40746618018427444,0.4706352564700038
4383.920022357558,0.39113319745316905,0.47483427719497684
4384.90618721531,0.41491507380519593,0.48011331349540365
4385.892352073061,0.4066931388654034,0.4856664074993199
4386.878516930813,0.47427542803002254,0.49087738315339413
4387.864681788565,0.566874184033008,0.49533068539226077
4388.850846646316,0.5724932123002537,0.4987957021222422
4389.837011504068,0.48985134143864945,0.5011938906595801
4390.82317636182,0.4429587239326115,0.5025577095197254
4391.809341219571,0.43252148690893694,0.5029889088755463
4392.795506077323,0.6151213111627197,0.5026216770334663
4393.7816709350745,0.46687143155712785,0.5015939312690569
4394.767835792826,0.6192273089672689,0.500028024861025
4395.754000650578,0.5402370240530395,0.4980205368571913
4396.7401655083295,0.4180961657426083,0.495639714845134
4397.726330366081,0.4425861726076545,0.49292855213123793
4398.712495223834,0.4850262998422734,0.48991132740199317
4399.698660081585,0.46358007504410886,0.48660160609925374
4400.684824939337,0.45592445810271176,0.48301007607552365
4401.670989797089,0.5480835805483057,0.47915105374074973
4402.65715465484,0.5096567543890776,0.47504696331114193
4403.643319512592,0.40810258746938877,0.470730503530087
4404.629484370344,0.4160480937178247,0.4662445450375331
4405.615649228095,0.37507862638160894,0.4616400421238869
4406.601814085847,0.43708486760728416,0.45697240405127004
4407.5879789435985,0.3245052865976932,0.4522968683157538
4408.57414380135,0.5474225327454116,0.4476634648861743
4409.560308659102,0.44245365554847327,0.4431121653464781
4410.546473516853,0.5459621133544875,0.438668777188631
4411.532638374605,0.4871741538014393,0.43434207093250066
4412.518803232357,0.17762936128446416,0.43012251592408635
4413.504968090108,0.6956603707808552,0.4259828526791609
4414.49113294786,0.5060330282294669,0.4218805543650972
4415.477297805612,0.34082291272305204,0.4177620424803775
4416.463462663363,0.3769361036631589,0.4135683415451396
4417.449627521115,0.5188570290941454,0.40924170551800826
4418.4357923788675,0.6159245427396006,0.404732643023792
4419.421957236619,0.4151483062464485,0.40000672160390194
4420.408122094371,0.27469015279519954,0.3950505471121725
4421.3942869521225,0.21394884746894902,0.38987638835671456
4422.380451809874,0.22230653977356915,0.38452503699419605
4423.366616667626,0.3382403502845255,0.3790666416574664
4424.352781525377,0.4201494296211395,0.37359941513053013
4425.338946383129,0.388943325997135,0.368246267727811
4426.325111240881,0.3282934049693464,0.3631495567457259
4427.311276098632,0.408561136833525,0.35846425404724386
4428.297440956384,0.5136641829405251,0.3543499195580021
4429.283605814136,0.2975498957714073,0.35096192924816727
4430.269770671887,0.21210490086322,0.34844244510452704
4431.255935529639,0.2248094690158196,0.34691163425474025
4432.242100387391,0.4704598551650633,0.3464596455252979
4433.228265245142,0.35996941737441057,0.3471398327123946
4434.214430102894,0.31788053366701635,0.3489636713619729
4435.2005949606455,0.3309898316468431,0.35189774612584623
4436.186759818397,0.47703282921271084,0.3558630864037638
4437.17292467615,0.4079216546529525,0.3607369997276158
4438.159089533901,0.3751021459462629,0.36635740023079216
4439.145254391653,0.43839858104652996,0.37252946324270086
4440.131419249405,0.361767451338847,0.3790342701830406
4441.117584107156,0.3373637013289173,0.3856389565019667
4442.103748964908,0.4299360451011153,0.39210775557987276
4443.08991382266,0.41086726599088186,0.39821325715315264
4444.076078680411,0.355191190477509,0.4037471793926951
4445.062243538163,0.36169746075697257,0.4085299926173341
4446.0484083959145,0.3260413644574072,0.412418826462717
4447.034573253666,0.397081115085887,0.41531323147717447
4448.020738111418,0.47768717747171563,0.41715853583568263
4449.0069029691695,0.30325450694040945,0.4179467203265541
4449.993067826921,0.44882639060700824,0.41771491145025996
4450.979232684673,0.4380168444530603,0.41654174654279197
4451.965397542424,0.3403732128743921,0.41454198319686053
4452.951562400176,0.35304228313968294,0.41185979994703426
4453.937727257928,0.37965479328495866,0.4086612640111299
4454.923892115679,0.3610568531709358,0.40512642817395017
4455.910056973431,0.39450665529014184,0.4014414705560064
4456.8962218311835,0.37800172989666786,0.3977912189632621
4457.882386688935,0.39155684487871684,0.3943523179312446
4458.868551546687,0.5332281524802912,0.39128721305824166
4459.8547164044385,0.4943041842441555,0.38873905327554503
4460.84088126219,0.47959222349232333,0.38682755369723487
4461.827046119942,0.4690949322895569,0.38564582240620726
4462.813210977693,0.3919338636233074,0.38525813330369935
4463.799375835445,0.2988761567890055,0.3856986205353966
4464.785540693197,0.3041648185518269,0.38697087279936193
4465.771705550948,0.3949963653151211,0.38904841221244735
4466.7578704087,0.4035482872046877,0.391876046992117
4467.744035266452,0.3793655704746226,0.39537208591289663
4468.730200124203,0.4120195062872864,0.39943139298435537
4469.716364981955,0.3448851936881027,0.40392924256345736
4470.702529839707,0.3952184122431522,0.4087259092230534
4471.688694697458,0.3727649954246297,0.4136718953059459
4472.67485955521,0.36919675236365523,0.4186136648890595
4473.6610244129615,0.3849644228990809,0.4233997185941607
4474.647189270713,0.3959337057299733,0.427886811761961
4475.633354128466,0.4315949003327847,0.43194609103269677
4476.619518986217,0.5003211659951204,0.4354689031589966
4477.605683843969,0.5072921200284091,0.4383720166904245
4478.591848701721,0.44464991763276585,0.4406019939894216
4479.578013559472,0.44747323759707647,0.44213846016107194
4480.564178417224,0.39282436437661594,0.44299603942090204
4481.550343274976,0.4861959870556776,0.44322477056308995
4482.536508132727,0.4466897858776296,0.44290887316866456
4483.522672990479,0.3183159287636624,0.4421638151849653
4484.5088378482305,0.36133022524240815,0.4411317285061959
4485.495002705982,0.43566596073792324,0.43997532747952844
4486.481167563734,0.4474997620887024,0.43887059828309216
4487.4673324214855,0.45824920696037097,0.4379986347750933
4488.453497279237,0.43440980330264883,0.4375370869316214
4489.439662136989,0.533737606825602,0.4376517492705297
4490.42582699474,0.36744073477500716,0.43848883791191196
4491.411991852492,0.45147211868638865,0.4401684784273328
4492.398156710244,0.45132561532845933,0.4427798492868452
4493.384321567995,0.4710777721882992,0.4463783001755767
4494.370486425747,0.4026800325916149,0.4509845995394941
4495.3566512835,0.48851207161588056,0.4565862760146707
4496.342816141251,0.44310590631404234,0.46314082297239145
4497.328980999003,0.5249539187614627,0.4705803558204491
4498.3151458567545,0.5310095218848896,0.47881716939619795
4499.301310714506,0.50065399665508,0.4877495563681831
4500.287475572258,0.5440367069974421,0.4972672301641808
4501.273640430009,0.5226092895192325,0.5072557531718922
4502.259805287761,0.5551597547428253,0.5175994996939414
4503.245970145513,0.44502472917731517,0.5281828714163328
4504.232135003264,0.40552462256738436,0.5388897111908353
4505.218299861016,0.53681939876283,0.5496011032493777
4506.204464718768,0.5184922420668687,0.5601919762924352
4507.190629576519,0.5235066927228911,0.5705271125680857
4508.176794434271,0.7024357179571508,0.5804572874616345
4509.162959292023,0.5774120926447859,0.5898163036573512
4510.149124149774,0.4833348667836003,0.5984196342240725
4511.135289007526,0.5810525041340402,0.60606525288032
4512.1214538652775,0.6729329437680425,0.6125370201218626
4513.107618723029,0.6341902729214005,0.6176107323621733
4514.093783580782,0.6011091008767236,0.6210626553867175
4515.079948438533,0.4432566605145726,0.6226800838348425
4516.066113296285,0.6281701056156129,0.6222732251210326
4517.052278154037,0.6072839376638406,0.6196875253034198
4518.038443011788,0.5979167565605517,0.6148154552872106
4519.02460786954,0.5549123471019725,0.6076067691058058
4520.010772727292,0.6060221418020262,0.5980763329216738
4520.996937585043,0.5157939364171082,0.5863087954339595
4521.983102442795,0.5383147516342731,0.5724596108589359
4522.969267300547,0.600721119462896,0.5567522114953596
4523.955432158298,0.5902214640140083,0.5394714311691771
