wavelength,flux,best_fit,gas_bestfit
4350.289246087177,-0.0021897581255336065,0.059616361329489595,-2.0590355516482943e-16
4351.275372987681,0.6043856489144345,0.6137778610957125,-2.0483727892741922e-16
4352.261499888186,0.17744431373045355,0.16605678966041099,-2.1523935530493173e-16
4353.2476267886905,0.30108981304343807,0.38335199433891204,-2.256494763112945e-16
4354.233753689195,0.5299903082992938,0.43509393308941563,-2.3377200966919106e-16
4355.2198805897,0.4365006002122301,0.4690742593016052,-2.3692499612180783e-16
4356.206007490204,0.22386491143304324,0.42035754001019465,-2.462068265499714e-16
4357.192134390709,0.4747991320099659,0.3377722758574033,-2.524313951897744e-16
4358.178261291213,0.4597460050347736,0.34368629216725843,-2.542539256634258e-16
4359.164388191717,0.34216641679093174,0.4296644513752297,-2.574195312301485e-16
4360.150515092222,0.24158046783075007,0.4770770558185342,-2.705585019978519e-16
4361.136641992726,0.3973528895279409,0.40519070854218936,-2.6433339284263654e-16
4362.12276889323,0.5034759114315414,0.24535767308351664,-2.648198232821433e-16
4363.108895793735,0.22518503399160567,0.09595293207094813,-2.576276454989273e-16
4364.09502269424,-0.09283602553380928,0.06020744598156051,-2.669458931855016e-16
4365.081149594744,-0.46222075812398355,0.074111568431385,-2.5859608755849903e-16
4366.067276495249,0.056092978565015154,0.16590402113807437,-2.5446805655195158e-16
4367.053403395753,0.8152697183708505,0.2526632604375266,-2.3956958442194575e-16
4368.039530296257,0.6482670057878214,0.30200436061432645,-2.342767692076738e-16
4369.025657196762,0.0016237674606519286,0.3176639466046303,-2.2513138959190753e-16
4370.011784097266,-0.014044798076114147,0.3246893489742043,-2.1578636866365078e-16
4370.997910997771,0.4318643505718679,0.34556476452099366,-2.004644093957926e-16
4371.984037898275,0.4947293596666834,0.38354696495817475,-1.7877328990062864e-16
4372.9701647987795,0.2673421856084146,0.42099875738743575,-1.6265415477166335e-16
4373.9562916992845,0.6211865167667678,0.4306587942085822,-1.3784682463020838e-16
4374.942418599789,0.7128221342160413,0.391772959034047,-1.190955811792574e-16
4375.928545500293,-0.009730392868676514,0.3023955298867066,-9.251565136706166e-17
4376.914672400798,-0.0007089515148500682,0.1825893013037477,-6.919641970878185e-17
4377.900799301302,0.22191557483570062,0.06810067608472255,-3.9390586582690066e-17
4378.886926201806,0.05919479326072246,0.060141551829517095,-1.3618182998933555e-17
4379.873053102311,-0.022188025369625382,0.06019300986647009,2.6763785597520297e-17
4380.859180002815,0.16153775974652734,0.08884141035716867,4.726550514659635e-17
4381.84530690332,0.23587379025451838,0.2480925037823878,8.422116080255238e-17
4382.831433803824,0.28876057244120124,0.44940566555783334,1.077595660422068e-16
4383.817560704329,0.6298951363277963,0.6533070485716335,1.4399290745987483e-16
4384.803687604834,0.8380439566528036,0.8209685789082366,1.674756806151239e-16
4385.789814505338,0.8967532204838654,0.9231827770730916,2.0085462231915162e-16
4386.775941405842,1.4736788960253056,0.9459658068999544,2.236991808365512e-16
4387.762068306347,0.8082344341612819,0.891913527272006,2.4927501961716116e-16
4388.748195206851,0.4175396543295629,0.7776587090197137,2.594544894121505e-16
4389.734322107355,0.43901329008334483,0.6286642750090217,2.8166892123527256e-16
4390.72044900786,0.5662513243878081,0.47298715392479185,2.9759339233445207e-16
4391.706575908364,0.6303943065248955,0.33556983003620405,2.968828663694778e-16
4392.6927028088685,-0.0005031168833836664,0.23418792510913305,3.0185238714268514e-16
4393.6788297093735,-0.03642320124543385,0.17758368696007834,3.02138512800811e-16
4394.664956609878,0.2590890176212738,0.1657259782940148,2.9141304913814696e-16
4395.651083510383,0.4952515890413226,0.1916912946989456,2.81548141709276e-16
4396.637210410887,0.4989540410977787,0.24442611345514378,2.769820475248312e-16
4397.623337311391,0.2818088593860256,0.31163190477881664,2.545166681941645e-16
4398.609464211896,0.11461214753326116,0.3821640791160875,2.3524583632780913e-16
4399.5955911124,0.06251248388607339,0.4475819246331109,2.204390217110798e-16
4400.581718012904,0.48932821468770693,0.5027516675135747,2.0221162121810277e-16
4401.567844913409,0.7023451221688213,0.5456271859728834,2.0443295552534647e-16
4402.553971813913,0.40217307317064016,0.5764752474333334,2.1562403053102826e-16
4403.540098714418,0.5788900295416409,0.5968635357374132,2.4730212726863746e-16
4404.526225614923,0.9597912913132177,0.608701358528229,3.4846291960728287e-16
4405.512352515427,0.6985923399642215,0.6135399358996767,5.488540875255091e-16
4406.498479415932,0.6487144334309933,0.612231849635696,9.251306406646806e-16
4407.484606316436,0.41704490032617003,0.6049454246644911,1.5997727135316043e-15
4408.47073321694,0.6416052081706793,0.5914499290610036,2.826370704699521e-15
4409.456860117445,0.46163378734220106,0.5715423247420922,4.9621175448026285e-15
4410.442987017949,0.6516641367715934,0.5454773831726664,8.685074556429214e-15
4411.429113918453,0.5765486186035819,0.5142844898490448,1.5116858790087108e-14
4412.415240818958,0.5159763892268516,0.47989610158466023,2.615345122090066e-14
4413.4013677194625,-0.057890588392860785,0.4450627274683021,4.4960044219459435e-14
4414.387494619967,-0.08951592846195264,0.413076524133803,7.686891865557965e-14
4415.373621520472,0.392311008256739,0.3873618206943358,1.3063832161641607e-13
4416.359748420976,0.8661995425462148,0.371011349589908,2.2075462291372023e-13
4417.34587532148,0.9159582329161069,0.3663505348297747,3.7095543809074863e-13
4418.332002221985,0.7541915720099012,0.37460088407159464,6.198957642711831e-13
4419.318129122489,0.45875723035338356,0.39569154597839784,1.0301590610032375e-12
4420.304256022994,0.11503015247980859,0.4282407111549671,1.7025098596073685e-12
4421.290382923498,0.090838517315747,0.4697010369274208,2.7982124543706344e-12
4422.2765098240025,0.386977359882763,0.5166400712221878,4.573705726803092e-12
4423.2626367245075,0.5169289485675056,0.565110705062581,7.434677607678895e-12
4424.248763625012,0.5143061706327251,0.6110593018172963,1.2018806846069243e-11
4425.234890525516,0.5411065152977467,0.6507200767841415,1.9322638134401532e-11
4426.221017426021,0.4404142278617312,0.6809520509263093,3.0894147121050204e-11
4427.207144326525,0.7001790997160937,0.6994872432461088,4.912373262602594e-11
4428.193271227029,0.9677722910440909,0.7050732090767917,7.768045135159977e-11
4429.179398127534,1.1308548544177448,0.6975072684335687,1.2216231944689688e-10
4430.165525028038,1.1552862850432077,0.6775719823587052,1.9105916885479572e-10
4431.151651928542,0.8770900278454467,0.6468904627062911,2.9716906916798624e-10
4432.137778829047,0.07488113368490233,0.6077254555318896,4.596681056637063e-10
4433.123905729552,0.25491306877468983,0.5627479232103862,7.071152300905347e-10
4434.110032630057,0.5902689654057663,0.5147996028025758,1.0817852703531963e-09
4435.096159530561,0.34530095878702194,0.4666705285171152,1.6458754403805488e-09
4436.082286431065,0.30511968285887725,0.42090764734131136,2.4903357204446334e-09
4437.06841333157,0.4727091940277359,0.3796652478553369,3.7473465377611656e-09
4438.054540232074,0.5345197959417068,0.34460263660942253,5.607829978466562e-09
4439.040667132578,0.33253387634982245,0.31682981826558193,8.345855187353096e-09
4440.026794033083,0.04022874947702428,0.2968981540347576,1.235241496980286e-08
4441.012920933587,0.16545982569445897,0.28483020459570624,1.818184385133256e-08
4441.9990478340915,0.30411874469874367,0.2801811918610258,2.661515475781347e-08
4442.9851747345965,0.4261705596742716,0.2821236319603022,3.874584077690424e-08
4443.971301635101,0.5594758991484672,0.28954654386354584,5.609526507177237e-08
4444.957428535606,0.49681147809651605,0.30116105243591895,8.07667004710155e-08
4445.94355543611,0.33074746117186604,0.31560501724859347,1.1564943080333173e-07
4446.929682336614,0.07390813020883703,0.3315403869149843,1.6468713710969875e-07
4447.915809237119,0.21391645806362075,0.34773818941530155,2.332281043213474e-07
4448.901936137623,0.6096221208531388,0.36314733788284137,3.284786197184989e-07
4449.888063038127,0.2418973412836667,0.37694470181689976,4.6008529677930575e-07
4450.874189938632,-0.03478571146751139,0.388565130755262,6.408769098987661e-07
4451.860316839136,0.2650887496950079,0.3977113011583482,8.87801589182695e-07
4452.846443739641,0.7112252125574104,0.40434437449956434,1.2231007568286767e-06
4453.832570640146,0.554615477565072,0.40865749040211247,1.675766774862853e-06
