CATAID,Z,<logAge>,<[M/H]>,MASS2LIGHT_R
536903,0.18071,9.932049005742407,-0.19565426800465113,3.4993988316010913
422871,0.20865,9.849752680757424,-0.19762462016833768,2.814828068399303
49358,0.18803,9.832894404911391,-0.6003487899757192,2.0370059278394557
3909928,0.26254,9.827218150225788,-0.21658183166452574,2.625390804351485
383050,0.20122,9.795932560969609,-0.2516764235593926,2.3736585110750092
3623290,0.15422,9.796869724568637,-0.23230364438580162,2.4004483225477564
3584590,0.17239,9.947932866047665,-0.19518304114116697,3.641657120401635
619222,0.21629,9.817762795185365,-0.22916771560871518,2.5440171266401457
417755,0.19588,9.841951952444468,-0.19907352008625326,2.753951197336757
