CATAID,Z,<logAge>,<[M/H]>,MASS2LIGHT_R
536903,0.18071,9.93475211590737,-0.19767591809615206,3.5146932579832826
422871,0.20865,9.850204078638221,-0.19755382634042284,2.8183924340944158
49358,0.18803,9.83811734336992,-0.7361435314436564,1.9362645585293947
3909928,0.26254,9.851297040321379,-0.19813334010649564,2.8263254957345643
383050,0.20122,9.798530002880458,-0.28583781183325796,2.3532817303245497
3623290,0.15422,9.807014565064398,-0.2284295928196309,2.4718343518542696
3584590,0.17239,9.951027609188941,-0.19512998890904124,3.6689678963891277
619222,0.21629,9.827959983872027,-0.21063867910909068,2.6378006107756913
417755,0.19588,9.852296028274468,-0.19671432637880765,2.835657476193352
