CATAID,Z,<logAge>,<[M/H]>,MASS2LIGHT_R
536903,0.18071,9.935532908570712,-0.1977364802415045,3.5215018127165463
422871,0.20865,9.867082816916044,-0.19589323561625765,2.9510427913504547
49358,0.18803,9.755255609725253,-0.2855960905049914,1.983637413300826
3909928,0.26254,9.865837635241345,-0.19577149570110214,2.9419719638971755
383050,0.20122,9.809117515200573,-0.22244177321892086,2.4931548405921338
3623290,0.15422,9.844912960553895,-0.1967091989029214,2.779253610169598
3584590,0.17239,9.954713657185504,-0.1944133693917876,3.7053638562640607
619222,0.21629,9.812071897028892,-0.3290426322815836,2.391741769810374
417755,0.19588,9.879749970259374,-0.19573972015842744,3.053162558257097
