beta0,beta1,beta2,beta3
-5.23375057937,18.6673520249,-31.9594200614,0.250639986399
-1.80485035449,7.40273783101,-11.6889426689,0.043490166301
-5.54167466481,16.4284384638,-26.6951036723,0.302610633402
-0.622134021858,28.5176069015,-57.1456446237,-0.242364388196
-8.43921280626,17.7603223739,-36.1965446199,0.597645994473
-4.39066516077,18.5485557731,-30.5868744303,0.164813728479
-0.670882004313,32.2691737895,-67.6838070466,-0.292441475458
0.524653007329,27.4769247177,-52.1075618214,-0.366980340274
-6.23371730364,14.9342008798,-33.5269331589,0.410968340509
-7.78426297335,5.8207837008,-6.18462848698,0.614124433449
-5.84369961422,24.2318362782,-45.2976764283,0.244846204857
4.67481059767,43.751215485,-93.9097183412,-0.885390329359
-6.56864860121,29.9893267359,-65.5377502627,0.293533589344
-5.28822202928,20.0002902527,-37.7287695339,0.245672535338
-2.69194730072,40.0113394063,-82.5861087887,-0.166276238435
-5.37195524767,10.1384710103,-14.7585917438,0.359654380992
-2.52932108006,24.0977902713,-49.711671102,-0.0302923315277
-8.78301456363,35.9096449889,-80.1855154092,0.461232784067
0.14747089737,18.0403397097,-27.3492286788,-0.252223699122
2.32707516271,22.3822554065,-41.113834442,-0.482360843141
-0.15223189188,27.6409315322,-47.1256149192,-0.319827456732
1.16752451514,36.1531109517,-80.1306328733,-0.463452588845
-2.1634782455,34.1430175009,-72.1751168752,-0.167995853862
-1.37789102912,16.1973199933,-31.2655670012,-0.0608120652206
-2.833338049,33.6258559231,-69.8898159968,-0.0995348862611
-4.23613415521,24.0136381536,-45.6568198308,0.0965174881822
-12.0740460465,7.22511149459,-9.11329121218,0.987600000515
-4.42994745747,14.163511171,-19.9166321249,0.214182177709
-3.32634586929,15.6443456592,-31.7837412145,0.110470917066
-0.666498110798,36.6770989337,-75.0819965123,-0.334255949741
0.351073595994,45.0187752067,-92.7577820736,-0.500953716895
-3.02062232857,30.5500100793,-65.7866132362,-0.0445869242526
-9.36033216987,25.2386655351,-47.745240175,0.554731119594
7.25124039629,38.6041442529,-74.7585292335,-1.10632909175
-4.22740943731,34.6423062669,-68.4863285098,0.0018286681217
-4.34458991846,27.7727981838,-63.2006121569,0.111672362651
-6.01575649706,13.7961880664,-30.4812784492,0.398671232343
-7.21818734425,-3.06910946829,18.1363423105,0.617272230161
-10.6925792466,27.1366777134,-64.77201485,0.735783887965
-9.92595323754,15.7187179755,-30.9070743961,0.721374953906
-9.71299373693,3.46598031212,5.12643046589,0.807916629221
-7.52924866983,21.4283959432,-47.9729616508,0.460342451494
-0.646150250847,8.57593609791,-8.83725287396,-0.082506542401
-0.759319173858,23.4343658072,-36.5548666855,-0.214915726722
-10.8502297217,25.7542642852,-61.4699649602,0.754451535723
-6.8874752666,21.2869901586,-41.3025906458,0.398076657338
0.414584280005,28.1804875472,-52.6529410692,-0.361334714984
-2.47485071805,2.8568295864,10.6382572062,0.136792011992
-2.21556500234,13.7459862142,-25.8919149981,0.0318673129671
-6.79341921141,21.574482858,-38.9761186931,0.358675076404
-9.37869049822,28.3396044323,-56.8158153112,0.567179302413
-9.47166110549,8.4639095288,-20.474583981,0.776157316998
-6.28005275346,10.5394329203,-9.54797389372,0.412959154758
-3.37778613916,25.007514663,-49.5956258612,0.0335585110641
-10.1666392155,31.3016474707,-71.5974842378,0.641912940176
-5.8465059036,16.0533689854,-29.0813524079,0.336536606161
0.30506454738,34.0612696086,-74.9944142945,-0.369479919723
-5.08781869189,33.181237798,-65.1829671236,0.0937087031107
-6.13125250595,22.9613370088,-46.9594487481,0.314528889441
-5.45900678777,20.5871436062,-40.4011046822,0.27792234727
3.5068255245,42.9026708633,-82.1827955734,-0.79800321519
-6.84723102178,8.610442015,-9.56359723505,0.493555121967
-11.1521385347,-5.07193900271,22.4943194846,1.00522514354
-8.64002926518,6.38953787336,-11.1766441972,0.697858978662
-3.67032832674,33.5045266972,-67.2674899645,-0.0363488149194
-0.636754907624,32.6248178156,-64.5160878715,-0.302014367352
-6.64871969904,6.54606153437,-7.34368447478,0.507053504551
-2.68601860739,20.7924704575,-36.5131166161,-0.00893341978118
-0.900228189397,17.3377517582,-27.1377847817,-0.133273147596
4.71489168524,18.8137520485,-31.4181215326,-0.669379967466
-12.0450382206,20.1092494607,-47.4962337214,0.913428446971
-1.83379966304,9.27852352224,-5.7501171095,0.0112635428572
5.55396046733,31.7966460517,-53.6169500903,-0.891093014699
-2.82490788305,23.1277283711,-44.4548813718,-0.00897587378963
-3.22395477951,12.5947012871,-13.8608374079,0.124037671276
-10.529835691,14.5234818385,-34.9678395237,0.819076689156
-6.77818720197,28.15068013,-62.5722336651,0.350351276253
-5.50067006252,10.6588191586,-19.7803784997,0.367892567378
-10.8086509816,34.9452109081,-78.6622196803,0.659314754238
-1.16080663238,38.230644667,-80.583173529,-0.28486432223
-4.94236103362,8.14617676448,-15.1043848999,0.350993522239
-0.888739277086,13.722574777,-18.2008885126,-0.112361866019
-0.750063728472,13.6999858567,-23.7271932855,-0.0940113527335
-5.66856129031,7.16013815814,-10.0604292392,0.413255167795
-8.41558177552,29.6089204257,-62.8318809326,0.462831965683
-4.03541879951,15.1057120377,-32.9799058728,0.224776169541
-6.95519329577,20.6699755865,-44.8488019615,0.427450718975
-8.87010526517,23.5985504113,-53.0869446438,0.581416202748
-11.9846431821,14.5768775419,-32.9497926727,0.95394598021
2.49187823771,32.2260294308,-63.1501184264,-0.595573743882
-0.958971501355,8.58499015946,-6.84132157092,-0.050344524355
-6.12294171697,17.1516283767,-27.7785416196,0.349611189003
0.773772626088,17.6946173227,-29.1010049329,-0.280216603414
