parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,Z,LOG_STELLAR_MASS
prob01[225],0.326,0.005,0.114,0.122,0.238,0.322,0.414,0.532,430.0,1.005,0.20328620689655172,9.482758620689655
prob01[226],0.326,0.005,0.114,0.122,0.238,0.322,0.414,0.532,431.0,1.005,0.21295379310344825,9.482758620689655
prob01[227],0.325,0.005,0.114,0.122,0.238,0.322,0.414,0.532,431.0,1.005,0.2226213793103448,9.482758620689655
prob01[228],0.325,0.005,0.114,0.122,0.237,0.321,0.414,0.532,432.0,1.005,0.23228896551724137,9.482758620689655
prob01[229],0.325,0.005,0.114,0.122,0.237,0.321,0.413,0.532,432.0,1.005,0.2419565517241379,9.482758620689655
prob01[230],0.325,0.005,0.114,0.122,0.237,0.321,0.413,0.532,432.0,1.005,0.25162413793103444,9.482758620689655
prob01[231],0.325,0.005,0.114,0.122,0.237,0.321,0.413,0.532,433.0,1.005,0.261291724137931,9.482758620689655
prob01[232],0.325,0.005,0.114,0.122,0.237,0.321,0.413,0.532,434.0,1.005,0.27095931034482756,9.482758620689655
prob01[233],0.325,0.005,0.114,0.121,0.237,0.321,0.413,0.531,434.0,1.004,0.2806268965517241,9.482758620689655
prob01[234],0.325,0.005,0.114,0.121,0.237,0.321,0.413,0.531,435.0,1.004,0.2902944827586207,9.482758620689655
prob01[235],0.325,0.005,0.114,0.12,0.237,0.321,0.413,0.531,435.0,1.004,0.29996206896551725,9.482758620689655
prob01[236],0.325,0.005,0.114,0.12,0.237,0.321,0.413,0.531,436.0,1.004,0.3096296551724138,9.482758620689655
prob01[237],0.325,0.005,0.114,0.12,0.237,0.321,0.413,0.531,437.0,1.004,0.3192972413793103,9.482758620689655
prob01[238],0.324,0.005,0.114,0.12,0.237,0.32,0.413,0.532,437.0,1.004,0.3289648275862069,9.482758620689655
prob01[239],0.324,0.005,0.114,0.12,0.237,0.32,0.413,0.531,438.0,1.004,0.33863241379310344,9.482758620689655
prob01[240],0.324,0.005,0.114,0.12,0.237,0.32,0.413,0.531,439.0,1.004,0.3483,9.482758620689655
prob01[241],0.333,0.005,0.11,0.133,0.248,0.33,0.418,0.529,427.0,1.005,0.06794,9.551724137931034
prob01[242],0.333,0.005,0.11,0.133,0.248,0.33,0.418,0.528,427.0,1.005,0.07760758620689655,9.551724137931034
prob01[243],0.332,0.005,0.11,0.133,0.248,0.33,0.418,0.528,428.0,1.005,0.0872751724137931,9.551724137931034
prob01[244],0.332,0.005,0.11,0.133,0.248,0.33,0.417,0.528,428.0,1.005,0.09694275862068966,9.551724137931034
prob01[245],0.332,0.005,0.11,0.133,0.248,0.33,0.417,0.528,428.0,1.005,0.1066103448275862,9.551724137931034
prob01[246],0.332,0.005,0.11,0.132,0.248,0.33,0.417,0.528,428.0,1.005,0.11627793103448275,9.551724137931034
prob01[247],0.332,0.005,0.11,0.132,0.248,0.33,0.417,0.528,428.0,1.005,0.1259455172413793,9.551724137931034
prob01[248],0.332,0.005,0.11,0.132,0.248,0.329,0.417,0.528,428.0,1.005,0.13561310344827587,9.551724137931034
prob01[249],0.332,0.005,0.11,0.133,0.248,0.329,0.417,0.528,429.0,1.005,0.1452806896551724,9.551724137931034
prob01[250],0.332,0.005,0.11,0.133,0.248,0.329,0.417,0.528,429.0,1.005,0.15494827586206894,9.551724137931034
prob01[251],0.332,0.005,0.11,0.133,0.248,0.329,0.416,0.528,429.0,1.005,0.1646158620689655,9.551724137931034
prob01[252],0.332,0.005,0.11,0.133,0.248,0.329,0.416,0.528,429.0,1.005,0.17428344827586206,9.551724137931034
prob01[253],0.332,0.005,0.11,0.133,0.248,0.329,0.416,0.528,430.0,1.005,0.18395103448275862,9.551724137931034
prob01[254],0.331,0.005,0.11,0.132,0.248,0.329,0.416,0.528,430.0,1.005,0.19361862068965516,9.551724137931034
prob01[255],0.331,0.005,0.11,0.132,0.247,0.328,0.416,0.527,430.0,1.005,0.20328620689655172,9.551724137931034
prob01[256],0.331,0.005,0.11,0.132,0.247,0.328,0.416,0.527,431.0,1.005,0.21295379310344825,9.551724137931034
prob01[257],0.331,0.005,0.11,0.132,0.247,0.328,0.416,0.527,431.0,1.005,0.2226213793103448,9.551724137931034
prob01[258],0.331,0.005,0.11,0.132,0.247,0.328,0.416,0.527,432.0,1.005,0.23228896551724137,9.551724137931034
prob01[259],0.331,0.005,0.11,0.132,0.247,0.328,0.416,0.528,432.0,1.005,0.2419565517241379,9.551724137931034
prob01[260],0.331,0.005,0.11,0.132,0.247,0.328,0.416,0.527,433.0,1.005,0.25162413793103444,9.551724137931034
prob01[261],0.331,0.005,0.11,0.132,0.247,0.328,0.416,0.528,433.0,1.004,0.261291724137931,9.551724137931034
prob01[262],0.331,0.005,0.11,0.131,0.247,0.328,0.416,0.528,434.0,1.004,0.27095931034482756,9.551724137931034
prob01[263],0.331,0.005,0.11,0.131,0.247,0.328,0.416,0.528,435.0,1.004,0.2806268965517241,9.551724137931034
prob01[264],0.33,0.005,0.11,0.131,0.247,0.327,0.415,0.528,435.0,1.004,0.2902944827586207,9.551724137931034
prob01[265],0.33,0.005,0.11,0.131,0.247,0.327,0.415,0.527,436.0,1.004,0.29996206896551725,9.551724137931034
prob01[266],0.33,0.005,0.11,0.131,0.246,0.327,0.415,0.527,437.0,1.004,0.3096296551724138,9.551724137931034
prob01[267],0.33,0.005,0.11,0.13,0.246,0.327,0.415,0.527,438.0,1.004,0.3192972413793103,9.551724137931034
prob01[268],0.33,0.005,0.11,0.13,0.246,0.327,0.415,0.527,438.0,1.004,0.3289648275862069,9.551724137931034
prob01[269],0.33,0.005,0.11,0.13,0.246,0.327,0.415,0.527,439.0,1.004,0.33863241379310344,9.551724137931034
prob01[270],0.33,0.005,0.11,0.13,0.246,0.326,0.415,0.526,440.0,1.004,0.3483,9.551724137931034
prob01[271],0.338,0.005,0.105,0.144,0.258,0.337,0.42,0.524,427.0,1.005,0.06794,9.620689655172415
prob01[272],0.338,0.005,0.105,0.144,0.258,0.337,0.42,0.524,428.0,1.005,0.07760758620689655,9.620689655172415
prob01[273],0.338,0.005,0.105,0.144,0.258,0.337,0.42,0.524,428.0,1.005,0.0872751724137931,9.620689655172415
prob01[274],0.338,0.005,0.105,0.144,0.258,0.337,0.42,0.524,428.0,1.005,0.09694275862068966,9.620689655172415
prob01[275],0.338,0.005,0.105,0.144,0.258,0.336,0.42,0.524,428.0,1.005,0.1066103448275862,9.620689655172415
prob01[276],0.338,0.005,0.105,0.144,0.258,0.336,0.42,0.524,428.0,1.005,0.11627793103448275,9.620689655172415
prob01[277],0.338,0.005,0.105,0.144,0.258,0.336,0.42,0.523,428.0,1.005,0.1259455172413793,9.620689655172415
prob01[278],0.338,0.005,0.105,0.144,0.258,0.336,0.42,0.523,428.0,1.005,0.13561310344827587,9.620689655172415
prob01[279],0.338,0.005,0.105,0.143,0.258,0.335,0.42,0.523,429.0,1.005,0.1452806896551724,9.620689655172415
prob01[280],0.338,0.005,0.105,0.144,0.258,0.336,0.42,0.523,429.0,1.005,0.15494827586206894,9.620689655172415
prob01[281],0.337,0.005,0.105,0.144,0.258,0.335,0.419,0.523,429.0,1.005,0.1646158620689655,9.620689655172415
prob01[282],0.337,0.005,0.105,0.144,0.258,0.335,0.419,0.523,430.0,1.005,0.17428344827586206,9.620689655172415
prob01[283],0.337,0.005,0.105,0.144,0.258,0.335,0.419,0.523,430.0,1.005,0.18395103448275862,9.620689655172415
prob01[284],0.337,0.005,0.105,0.144,0.258,0.335,0.419,0.523,430.0,1.005,0.19361862068965516,9.620689655172415
prob01[285],0.337,0.005,0.105,0.144,0.258,0.335,0.419,0.523,431.0,1.005,0.20328620689655172,9.620689655172415
prob01[286],0.337,0.005,0.105,0.143,0.258,0.335,0.419,0.523,431.0,1.005,0.21295379310344825,9.620689655172415
prob01[287],0.337,0.005,0.105,0.143,0.258,0.335,0.419,0.523,432.0,1.005,0.2226213793103448,9.620689655172415
prob01[288],0.337,0.005,0.105,0.143,0.258,0.334,0.419,0.523,432.0,1.004,0.23228896551724137,9.620689655172415
prob01[289],0.337,0.005,0.105,0.143,0.258,0.334,0.418,0.523,433.0,1.004,0.2419565517241379,9.620689655172415
prob01[290],0.337,0.005,0.105,0.143,0.257,0.334,0.418,0.523,433.0,1.004,0.25162413793103444,9.620689655172415
prob01[291],0.336,0.005,0.105,0.143,0.257,0.334,0.418,0.523,434.0,1.004,0.261291724137931,9.620689655172415
prob01[292],0.336,0.005,0.105,0.142,0.258,0.334,0.418,0.523,435.0,1.004,0.27095931034482756,9.620689655172415
prob01[293],0.336,0.005,0.105,0.142,0.257,0.334,0.418,0.522,435.0,1.004,0.2806268965517241,9.620689655172415
prob01[294],0.336,0.005,0.105,0.142,0.257,0.334,0.418,0.522,436.0,1.004,0.2902944827586207,9.620689655172415
prob01[295],0.336,0.005,0.105,0.142,0.257,0.334,0.418,0.522,437.0,1.004,0.29996206896551725,9.620689655172415
prob01[296],0.336,0.005,0.105,0.141,0.257,0.334,0.418,0.522,438.0,1.004,0.3096296551724138,9.620689655172415
prob01[297],0.336,0.005,0.105,0.141,0.256,0.333,0.418,0.522,439.0,1.004,0.3192972413793103,9.620689655172415
prob01[298],0.336,0.005,0.105,0.14,0.256,0.333,0.418,0.522,440.0,1.004,0.3289648275862069,9.620689655172415
prob01[299],0.336,0.005,0.106,0.14,0.256,0.333,0.418,0.522,441.0,1.004,0.33863241379310344,9.620689655172415
prob01[300],0.336,0.005,0.106,0.14,0.256,0.333,0.418,0.522,442.0,1.004,0.3483,9.620689655172415
prob01[301],0.344,0.005,0.101,0.156,0.269,0.344,0.422,0.52,428.0,1.005,0.06794,9.689655172413794
prob01[302],0.344,0.005,0.101,0.156,0.269,0.343,0.422,0.52,428.0,1.005,0.07760758620689655,9.689655172413794
prob01[303],0.344,0.005,0.101,0.156,0.269,0.343,0.422,0.519,428.0,1.005,0.0872751724137931,9.689655172413794
prob01[304],0.344,0.005,0.101,0.156,0.269,0.343,0.422,0.519,428.0,1.005,0.09694275862068966,9.689655172413794
prob01[305],0.344,0.005,0.101,0.156,0.269,0.343,0.422,0.519,428.0,1.005,0.1066103448275862,9.689655172413794
prob01[306],0.344,0.005,0.101,0.156,0.269,0.343,0.422,0.519,428.0,1.005,0.11627793103448275,9.689655172413794
prob01[307],0.344,0.005,0.101,0.156,0.269,0.343,0.422,0.519,429.0,1.005,0.1259455172413793,9.689655172413794
prob01[308],0.344,0.005,0.101,0.156,0.269,0.343,0.422,0.519,429.0,1.005,0.13561310344827587,9.689655172413794
prob01[309],0.344,0.005,0.101,0.156,0.269,0.342,0.422,0.519,429.0,1.005,0.1452806896551724,9.689655172413794
prob01[310],0.344,0.005,0.1,0.156,0.269,0.342,0.422,0.519,429.0,1.005,0.15494827586206894,9.689655172413794
prob01[311],0.343,0.005,0.101,0.155,0.268,0.342,0.421,0.519,430.0,1.005,0.1646158620689655,9.689655172413794
prob01[312],0.343,0.005,0.101,0.155,0.268,0.342,0.421,0.519,430.0,1.005,0.17428344827586206,9.689655172413794
prob01[313],0.343,0.005,0.101,0.155,0.268,0.342,0.421,0.518,430.0,1.005,0.18395103448275862,9.689655172413794
prob01[314],0.343,0.005,0.101,0.155,0.268,0.342,0.421,0.518,431.0,1.005,0.19361862068965516,9.689655172413794
prob01[315],0.343,0.005,0.101,0.156,0.268,0.342,0.421,0.518,431.0,1.004,0.20328620689655172,9.689655172413794
prob01[316],0.343,0.005,0.101,0.155,0.268,0.342,0.421,0.518,432.0,1.004,0.21295379310344825,9.689655172413794
prob01[317],0.343,0.005,0.101,0.155,0.268,0.342,0.421,0.518,432.0,1.004,0.2226213793103448,9.689655172413794
prob01[318],0.343,0.005,0.101,0.155,0.268,0.341,0.421,0.518,433.0,1.004,0.23228896551724137,9.689655172413794
prob01[319],0.343,0.005,0.101,0.155,0.268,0.341,0.421,0.518,434.0,1.004,0.2419565517241379,9.689655172413794
prob01[320],0.343,0.005,0.101,0.155,0.268,0.341,0.421,0.518,434.0,1.004,0.25162413793103444,9.689655172413794
prob01[321],0.342,0.005,0.101,0.154,0.268,0.341,0.421,0.518,435.0,1.004,0.261291724137931,9.689655172413794
prob01[322],0.342,0.005,0.101,0.154,0.268,0.341,0.421,0.518,436.0,1.004,0.27095931034482756,9.689655172413794
prob01[323],0.342,0.005,0.101,0.154,0.267,0.341,0.421,0.517,437.0,1.004,0.2806268965517241,9.689655172413794
prob01[324],0.342,0.005,0.101,0.153,0.267,0.341,0.421,0.517,438.0,1.004,0.2902944827586207,9.689655172413794
prob01[325],0.342,0.005,0.101,0.153,0.267,0.34,0.421,0.517,438.0,1.004,0.29996206896551725,9.689655172413794
prob01[326],0.342,0.005,0.101,0.152,0.267,0.34,0.421,0.517,439.0,1.004,0.3096296551724138,9.689655172413794
prob01[327],0.342,0.005,0.101,0.152,0.267,0.34,0.421,0.517,440.0,1.004,0.3192972413793103,9.689655172413794
prob01[328],0.342,0.005,0.101,0.152,0.266,0.34,0.421,0.517,441.0,1.004,0.3289648275862069,9.689655172413794
prob01[329],0.342,0.005,0.101,0.151,0.266,0.34,0.421,0.517,443.0,1.004,0.33863241379310344,9.689655172413794
prob01[330],0.342,0.005,0.101,0.151,0.266,0.34,0.421,0.517,444.0,1.004,0.3483,9.689655172413794
prob01[331],0.351,0.005,0.096,0.168,0.28,0.351,0.425,0.516,429.0,1.005,0.06794,9.758620689655173
prob01[332],0.351,0.005,0.096,0.168,0.279,0.35,0.425,0.516,429.0,1.005,0.07760758620689655,9.758620689655173
prob01[333],0.35,0.005,0.096,0.168,0.279,0.35,0.425,0.515,429.0,1.005,0.0872751724137931,9.758620689655173
prob01[334],0.35,0.005,0.096,0.168,0.279,0.35,0.425,0.515,429.0,1.005,0.09694275862068966,9.758620689655173
prob01[335],0.35,0.005,0.096,0.168,0.28,0.35,0.425,0.515,429.0,1.005,0.1066103448275862,9.758620689655173
prob01[336],0.35,0.005,0.096,0.168,0.279,0.35,0.425,0.515,429.0,1.005,0.11627793103448275,9.758620689655173
prob01[337],0.35,0.005,0.096,0.168,0.279,0.35,0.424,0.515,429.0,1.005,0.1259455172413793,9.758620689655173
prob01[338],0.35,0.005,0.096,0.169,0.279,0.349,0.424,0.515,430.0,1.005,0.13561310344827587,9.758620689655173
prob01[339],0.35,0.005,0.096,0.168,0.279,0.349,0.424,0.515,430.0,1.005,0.1452806896551724,9.758620689655173
prob01[340],0.35,0.005,0.096,0.168,0.279,0.349,0.424,0.515,430.0,1.005,0.15494827586206894,9.758620689655173
prob01[341],0.35,0.005,0.096,0.168,0.278,0.349,0.424,0.515,431.0,1.004,0.1646158620689655,9.758620689655173
prob01[342],0.35,0.005,0.096,0.168,0.278,0.349,0.424,0.514,431.0,1.004,0.17428344827586206,9.758620689655173
prob01[343],0.349,0.005,0.096,0.168,0.278,0.349,0.424,0.514,432.0,1.004,0.18395103448275862,9.758620689655173
prob01[344],0.349,0.005,0.096,0.168,0.278,0.349,0.424,0.514,432.0,1.004,0.19361862068965516,9.758620689655173
prob01[345],0.349,0.005,0.096,0.168,0.278,0.349,0.424,0.514,433.0,1.004,0.20328620689655172,9.758620689655173
prob01[346],0.349,0.005,0.096,0.168,0.278,0.349,0.424,0.514,433.0,1.004,0.21295379310344825,9.758620689655173
prob01[347],0.349,0.005,0.096,0.168,0.278,0.348,0.424,0.514,434.0,1.004,0.2226213793103448,9.758620689655173
prob01[348],0.349,0.005,0.096,0.167,0.278,0.348,0.424,0.514,435.0,1.004,0.23228896551724137,9.758620689655173
prob01[349],0.349,0.005,0.096,0.167,0.278,0.348,0.424,0.514,435.0,1.004,0.2419565517241379,9.758620689655173
prob01[350],0.349,0.005,0.096,0.167,0.278,0.348,0.424,0.513,436.0,1.004,0.25162413793103444,9.758620689655173
prob01[351],0.349,0.005,0.096,0.166,0.278,0.348,0.424,0.513,437.0,1.004,0.261291724137931,9.758620689655173
prob01[352],0.349,0.005,0.096,0.166,0.278,0.348,0.424,0.513,438.0,1.004,0.27095931034482756,9.758620689655173
prob01[353],0.348,0.005,0.096,0.166,0.277,0.348,0.424,0.513,439.0,1.004,0.2806268965517241,9.758620689655173
prob01[354],0.348,0.005,0.096,0.165,0.277,0.348,0.424,0.513,440.0,1.004,0.2902944827586207,9.758620689655173
prob01[355],0.348,0.005,0.096,0.165,0.277,0.347,0.424,0.513,441.0,1.004,0.29996206896551725,9.758620689655173
prob01[356],0.348,0.005,0.096,0.164,0.277,0.347,0.424,0.513,442.0,1.004,0.3096296551724138,9.758620689655173
prob01[357],0.348,0.005,0.096,0.164,0.277,0.347,0.424,0.513,443.0,1.004,0.3192972413793103,9.758620689655173
prob01[358],0.348,0.005,0.096,0.164,0.277,0.347,0.424,0.513,444.0,1.004,0.3289648275862069,9.758620689655173
prob01[359],0.348,0.005,0.097,0.163,0.277,0.347,0.424,0.513,445.0,1.004,0.33863241379310344,9.758620689655173
prob01[360],0.348,0.005,0.097,0.163,0.276,0.347,0.424,0.513,446.0,1.004,0.3483,9.758620689655173
prob01[361],0.357,0.004,0.091,0.181,0.29,0.358,0.428,0.511,430.0,1.005,0.06794,9.827586206896552
prob01[362],0.357,0.004,0.091,0.181,0.29,0.358,0.427,0.511,430.0,1.005,0.07760758620689655,9.827586206896552
prob01[363],0.357,0.004,0.091,0.181,0.29,0.358,0.427,0.511,431.0,1.004,0.0872751724137931,9.827586206896552
prob01[364],0.357,0.004,0.091,0.181,0.29,0.357,0.428,0.511,431.0,1.004,0.09694275862068966,9.827586206896552
prob01[365],0.357,0.004,0.091,0.181,0.29,0.357,0.428,0.511,431.0,1.004,0.1066103448275862,9.827586206896552
prob01[366],0.356,0.004,0.091,0.181,0.289,0.357,0.427,0.511,431.0,1.004,0.11627793103448275,9.827586206896552
prob01[367],0.356,0.004,0.091,0.181,0.289,0.357,0.427,0.511,431.0,1.004,0.1259455172413793,9.827586206896552
prob01[368],0.356,0.004,0.091,0.181,0.289,0.357,0.427,0.511,432.0,1.004,0.13561310344827587,9.827586206896552
prob01[369],0.356,0.004,0.091,0.181,0.289,0.357,0.427,0.511,432.0,1.004,0.1452806896551724,9.827586206896552
prob01[370],0.356,0.004,0.091,0.181,0.289,0.357,0.427,0.51,432.0,1.004,0.15494827586206894,9.827586206896552
prob01[371],0.356,0.004,0.091,0.181,0.289,0.357,0.427,0.51,433.0,1.004,0.1646158620689655,9.827586206896552
prob01[372],0.356,0.004,0.091,0.181,0.289,0.356,0.427,0.51,433.0,1.004,0.17428344827586206,9.827586206896552
prob01[373],0.356,0.004,0.091,0.181,0.289,0.356,0.427,0.51,434.0,1.004,0.18395103448275862,9.827586206896552
prob01[374],0.356,0.004,0.091,0.181,0.289,0.356,0.427,0.51,434.0,1.004,0.19361862068965516,9.827586206896552
prob01[375],0.356,0.004,0.091,0.181,0.289,0.356,0.427,0.51,435.0,1.004,0.20328620689655172,9.827586206896552
prob01[376],0.355,0.004,0.091,0.181,0.289,0.356,0.427,0.51,435.0,1.004,0.21295379310344825,9.827586206896552
prob01[377],0.355,0.004,0.091,0.18,0.289,0.356,0.427,0.51,436.0,1.004,0.2226213793103448,9.827586206896552
prob01[378],0.355,0.004,0.091,0.18,0.289,0.356,0.427,0.509,437.0,1.004,0.23228896551724137,9.827586206896552
prob01[379],0.355,0.004,0.091,0.18,0.289,0.355,0.427,0.509,438.0,1.004,0.2419565517241379,9.827586206896552
prob01[380],0.355,0.004,0.091,0.18,0.288,0.355,0.427,0.509,439.0,1.004,0.25162413793103444,9.827586206896552
prob01[381],0.355,0.004,0.091,0.179,0.288,0.355,0.427,0.509,440.0,1.004,0.261291724137931,9.827586206896552
prob01[382],0.355,0.004,0.091,0.179,0.288,0.355,0.427,0.509,441.0,1.004,0.27095931034482756,9.827586206896552
prob01[383],0.355,0.004,0.091,0.178,0.288,0.355,0.427,0.509,442.0,1.004,0.2806268965517241,9.827586206896552
prob01[384],0.355,0.004,0.092,0.178,0.288,0.355,0.427,0.509,443.0,1.004,0.2902944827586207,9.827586206896552
prob01[385],0.354,0.004,0.092,0.177,0.288,0.355,0.427,0.509,444.0,1.004,0.29996206896551725,9.827586206896552
prob01[386],0.354,0.004,0.092,0.177,0.287,0.355,0.427,0.509,445.0,1.004,0.3096296551724138,9.827586206896552
prob01[387],0.354,0.004,0.092,0.177,0.287,0.355,0.427,0.509,446.0,1.004,0.3192972413793103,9.827586206896552
prob01[388],0.354,0.004,0.092,0.176,0.287,0.354,0.427,0.509,448.0,1.004,0.3289648275862069,9.827586206896552
prob01[389],0.354,0.004,0.092,0.175,0.287,0.354,0.426,0.509,449.0,1.004,0.33863241379310344,9.827586206896552
prob01[390],0.354,0.004,0.092,0.175,0.287,0.354,0.426,0.509,451.0,1.004,0.3483,9.827586206896552
prob01[391],0.363,0.004,0.086,0.195,0.3,0.365,0.431,0.507,433.0,1.004,0.06794,9.89655172413793
prob01[392],0.363,0.004,0.086,0.195,0.3,0.365,0.431,0.507,433.0,1.004,0.07760758620689655,9.89655172413793
prob01[393],0.363,0.004,0.086,0.194,0.3,0.365,0.431,0.507,434.0,1.004,0.0872751724137931,9.89655172413793
prob01[394],0.363,0.004,0.086,0.195,0.3,0.364,0.43,0.507,434.0,1.004,0.09694275862068966,9.89655172413793
prob01[395],0.363,0.004,0.086,0.195,0.3,0.364,0.43,0.507,434.0,1.004,0.1066103448275862,9.89655172413793
prob01[396],0.363,0.004,0.086,0.195,0.3,0.364,0.43,0.507,434.0,1.004,0.11627793103448275,9.89655172413793
prob01[397],0.363,0.004,0.086,0.194,0.3,0.364,0.43,0.507,434.0,1.004,0.1259455172413793,9.89655172413793
prob01[398],0.363,0.004,0.086,0.195,0.3,0.364,0.43,0.507,435.0,1.004,0.13561310344827587,9.89655172413793
prob01[399],0.363,0.004,0.086,0.195,0.3,0.364,0.43,0.506,435.0,1.004,0.1452806896551724,9.89655172413793
prob01[400],0.363,0.004,0.086,0.195,0.3,0.364,0.43,0.506,435.0,1.004,0.15494827586206894,9.89655172413793
prob01[401],0.362,0.004,0.086,0.195,0.299,0.364,0.43,0.506,436.0,1.004,0.1646158620689655,9.89655172413793
prob01[402],0.362,0.004,0.086,0.195,0.299,0.364,0.43,0.506,436.0,1.004,0.17428344827586206,9.89655172413793
prob01[403],0.362,0.004,0.086,0.195,0.299,0.364,0.43,0.506,437.0,1.004,0.18395103448275862,9.89655172413793
prob01[404],0.362,0.004,0.086,0.194,0.299,0.363,0.43,0.506,438.0,1.004,0.19361862068965516,9.89655172413793
prob01[405],0.362,0.004,0.086,0.194,0.299,0.363,0.43,0.506,438.0,1.004,0.20328620689655172,9.89655172413793
prob01[406],0.362,0.004,0.086,0.194,0.299,0.363,0.43,0.506,439.0,1.004,0.21295379310344825,9.89655172413793
prob01[407],0.362,0.004,0.087,0.194,0.299,0.363,0.43,0.506,440.0,1.004,0.2226213793103448,9.89655172413793
prob01[408],0.362,0.004,0.087,0.193,0.299,0.363,0.43,0.506,441.0,1.004,0.23228896551724137,9.89655172413793
prob01[409],0.362,0.004,0.087,0.192,0.299,0.363,0.43,0.506,442.0,1.004,0.2419565517241379,9.89655172413793
prob01[410],0.362,0.004,0.087,0.192,0.299,0.363,0.43,0.506,443.0,1.004,0.25162413793103444,9.89655172413793
prob01[411],0.361,0.004,0.087,0.192,0.299,0.362,0.43,0.506,444.0,1.004,0.261291724137931,9.89655172413793
prob01[412],0.361,0.004,0.087,0.192,0.299,0.362,0.43,0.506,445.0,1.004,0.27095931034482756,9.89655172413793
prob01[413],0.361,0.004,0.087,0.192,0.298,0.362,0.43,0.506,446.0,1.004,0.2806268965517241,9.89655172413793
prob01[414],0.361,0.004,0.087,0.191,0.298,0.362,0.429,0.506,447.0,1.004,0.2902944827586207,9.89655172413793
prob01[415],0.361,0.004,0.087,0.19,0.298,0.362,0.429,0.505,449.0,1.004,0.29996206896551725,9.89655172413793
prob01[416],0.361,0.004,0.087,0.19,0.298,0.362,0.429,0.505,450.0,1.004,0.3096296551724138,9.89655172413793
prob01[417],0.361,0.004,0.087,0.19,0.298,0.361,0.429,0.505,451.0,1.004,0.3192972413793103,9.89655172413793
prob01[418],0.361,0.004,0.087,0.189,0.298,0.361,0.429,0.505,453.0,1.004,0.3289648275862069,9.89655172413793
prob01[419],0.361,0.004,0.087,0.189,0.298,0.361,0.429,0.505,455.0,1.004,0.33863241379310344,9.89655172413793
prob01[420],0.36,0.004,0.087,0.188,0.297,0.361,0.429,0.505,456.0,1.004,0.3483,9.89655172413793
prob01[421],0.37,0.004,0.082,0.208,0.311,0.372,0.434,0.504,438.0,1.004,0.06794,9.96551724137931
prob01[422],0.37,0.004,0.082,0.208,0.311,0.372,0.434,0.504,438.0,1.004,0.07760758620689655,9.96551724137931
